
1000previous.png,1000current.png,0,1.0
1001previous.png,1001current.png,0,0.0
1002previous.png,1002current.png,0,0.0
1003previous.png,1003current.png,0,0.0
1004previous.png,1004current.png,1,0.0
1005previous.png,1005current.png,1,0.0
1006previous.png,1006current.png,1,0.0
1007previous.png,1007current.png,1,0.0
1008previous.png,1008current.png,0,0.0
1009previous.png,1009current.png,0,0.0
1010previous.png,1010current.png,0,0.0
1011previous.png,1011current.png,0,0.0
1012previous.png,1012current.png,0,0.0
1013previous.png,1013current.png,0,0.0
1014previous.png,1014current.png,0,0.0
1015previous.png,1015current.png,0,0.0
1016previous.png,1016current.png,0,0.0
1017previous.png,1017current.png,0,0.0
1018previous.png,1018current.png,0,0.0
1019previous.png,1019current.png,0,0.0
1020previous.png,1020current.png,1,0.0
1021previous.png,1021current.png,1,0.0
1022previous.png,1022current.png,1,0.0
1023previous.png,1023current.png,1,0.0
1024previous.png,1024current.png,0,1.0
1025previous.png,1025current.png,0,0.0
1026previous.png,1026current.png,0,0.0
1027previous.png,1027current.png,0,0.0
1028previous.png,1028current.png,0,0.0
1029previous.png,1029current.png,0,0.0
1030previous.png,1030current.png,0,0.0
1031previous.png,1031current.png,0,0.0
1032previous.png,1032current.png,2,0.0
1033previous.png,1033current.png,2,0.0
1034previous.png,1034current.png,2,0.0
1035previous.png,1035current.png,2,0.0
1036previous.png,1036current.png,0,0.0
1037previous.png,1037current.png,0,0.0
1038previous.png,1038current.png,0,0.0
1039previous.png,1039current.png,0,0.0
1040previous.png,1040current.png,2,0.0
1041previous.png,1041current.png,2,0.0
1042previous.png,1042current.png,2,0.0
1043previous.png,1043current.png,2,0.0
1044previous.png,1044current.png,2,0.0
1045previous.png,1045current.png,2,0.0
1046previous.png,1046current.png,2,0.0
1047previous.png,1047current.png,2,0.0
1048previous.png,1048current.png,2,1.0
1049previous.png,1049current.png,2,0.0
1050previous.png,1050current.png,2,0.0
1051previous.png,1051current.png,2,0.0
1052previous.png,1052current.png,1,0.0
1053previous.png,1053current.png,1,0.0
1054previous.png,1054current.png,1,0.0
1055previous.png,1055current.png,1,0.0
1056previous.png,1056current.png,1,0.0
1057previous.png,1057current.png,1,0.0
1058previous.png,1058current.png,1,0.0
1059previous.png,1059current.png,1,0.0
1060previous.png,1060current.png,0,0.0
1061previous.png,1061current.png,0,0.0
1062previous.png,1062current.png,0,0.0
1063previous.png,1063current.png,0,0.0
1064previous.png,1064current.png,1,0.0
1065previous.png,1065current.png,1,0.0
1066previous.png,1066current.png,1,0.0
1067previous.png,1067current.png,1,0.0
1068previous.png,1068current.png,1,0.0
